MajorityClassSize,MinorityClassSize,NumberOfClasses,NumberOfBinaryFeatures,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfNumericFeatures,attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,attr_to_inst,cat_to_num,cohesiveness.mean,cohesiveness.sd,cor.mean,cor.sd,cov.mean,cov.sd,eigenvalues.mean,eigenvalues.sd,g_mean.mean,g_mean.sd,h_mean.mean,h_mean.sd,inst_to_attr,iq_range.mean,iq_range.sd,kurtosis.mean,kurtosis.sd,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,nr_attr,nr_bin,nr_cat,nr_cor_attr,nr_inst,nr_norm,nr_num,nr_outliers,num_to_cat,one_itemset.mean,one_itemset.sd,range.mean,range.sd,sd.mean,sd.sd,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t2,t3,t4,t_mean.mean,t_mean.sd,two_itemset.mean,two_itemset.sd,var.mean,var.sd,wg_dist.mean,wg_dist.sd,did
335,327,2,0,2,662,0,3,0.00947724212333657,0.0004945497354093174,2.999980208063812,0.0,0.004531722054380665,0.0,330.476586102719,0.1389504890770192,0.00953984090451477,0.0031531256391717586,0.6899356493809913,0.4423243208011699,104.34147869792997,124.71363203651316,,,,,220.66666666666666,12.378879333333332,8.135675038824859,0.021011156075452526,0.09390725005762848,9.140604097799999,6.06227225068004,52.497143666666666,35.056061619014365,23.480946991440078,16.83473959035049,23.284130333333334,16.493160083599687,-1.6258853333333334,4.688076735595348,3,0,0,0.0,662,1.0,3,3,,0.125,0.000668165964448181,54.123028999999995,32.131897994430844,8.961842839791538,6.003355513311757,0.1149512228357346,0.26026808105694843,0.0,0.0,0.004531722054380665,0.004531722054380665,1.0,23.343519796482415,16.611284526158226,0.21875,0.008098075700349048,104.34147869792996,124.70633777209717,0.3428788284705601,0.0672447651228512,795
156,53,2,0,6,209,0,4,0.1730786098156491,0.0933119193961343,2.495725174175875,0.8654619810812205,0.03349282296650718,0.16666666666666666,54.395933014354064,2.848502721625299,0.05517915352883853,0.08612738960373094,58060.98173201071,1374647.1061254223,4239640.78403212,24419155.892700695,255.11579570355485,1268.779641099435,122.15211956340984,589.6670626521286,29.857142857142858,429.52777777777777,2055.209902190891,52.280531240138984,60.5001126456007,239.56344999999996,1143.838693032801,2722.6111111111113,11778.303589415771,414.3646996278576,2008.8087845287703,281.3333333333333,1364.4767495270855,4.027777777777778,15.020911349774277,7,0,1,0.014285714285714285,209,0.0,6,36,6.0,0.11864406779661016,0.10604314096228379,2718.5833333333335,11764.296706257332,442.8865320648672,2039.367709679479,6.3658132581422695,3.614187359528311,0.03507707784268093,0.015354896099393306,0.1722488038277512,0.004784688995215311,0.027777777777777776,298.984251968504,1494.4206365376208,0.25573770491803277,0.0950510312606639,4239640.784032119,22983781.847107675,1.4137598784743501,0.10642234132131846,796
560,440,2,0,49,1000,0,50,0.009691607240151476,0.010424360051841643,3.1699072864385753,3.56191297357594e-06,0.05,0.0,111.527125,7.62787621851456,0.029974658898338984,0.060494996151372694,0.029974660778132496,0.06049499972209903,1.0000000634171098,0.477238819399774,,,,,20.0,1.6920066399999998,0.1071272277123542,-1.0692080032856708,0.4810959695662409,1.251884266962,0.09354246023322926,1.8756043199999999,0.5556465995229394,1.76000000005061e-09,9.173075063745206e-09,-0.008781849999999999,0.060070899389316014,-1.76093666,0.11134039279992337,50,0,0,0.006530612244897959,1000,0.0,50,3,,0.11111111111111113,0.0005512578134923825,3.636540980000001,0.6089394569735858,1.0000000317085544,1.0193082519983609e-08,0.04588548825353301,0.23082818850833786,1.2024036048061132e-07,3.289182302015177e-07,0.05,0.044,0.88,-0.007020404033333332,0.03895080568684546,0.19753086419753083,0.006534802025389617,1.0000000634171098,2.0386165655542125e-08,2.7759789521866716,0.09212566441175571,797
503,497,2,0,4,1000,0,5,0.008232867248641825,0.0014594898711975154,3.1699062466443007,0.0,0.005,0.0,417.7105,37.49560954945906,0.02429586933025709,0.014085851663350187,0.02429587035097488,0.014085852243990655,1.0000000424761122,0.06200239617171939,,,,,200.0,1.7308641999999999,0.05065062678455964,-1.189961572169149,0.029528647060523626,1.2827154232199998,0.03628180683040887,1.7430301999999998,0.022629915901301968,-2.200000000573965e-09,7.563068161876266e-09,0.0039587,0.034589260435140844,-1.7072482,0.02801419759157848,5,0,0,0.0,1000,0.0,5,0,,0.1111111111111111,0.000572959709126941,3.4502783999999997,0.027980504897160106,1.000000021238056,3.394642406057053e-09,0.02096735728653007,0.04395988952437842,2.004006008010189e-07,4.4810936612287704e-07,0.005,0.005,1.0,-0.006179358333333317,0.012704931284111383,0.19753086419753085,0.006371068762429238,1.0000000424761122,6.7892849243525896e-09,0.7914760418593796,0.06816278222759943,799
43,31,2,1,26,74,0,26,0.1059689497017665,0.1801412062404678,0.9962468427558192,0.542319228254359,0.36486486486486486,0.0,16.60135135135135,2.798867315821436,,,0.00781272440881345,0.00883947448285417,0.039880802878220684,0.06502310613267367,0.18981344412295426,0.08746395241772667,0.15665235823833878,0.07520305655476855,2.740740740740741,0.15392592592592594,0.16140916138471625,4.894599892641626,8.280899295067208,0.13178666666666666,0.2003234029570876,0.8666666666666666,0.1732050807568877,0.24370120120120117,0.10335067905331721,0.21088888888888885,0.15004828282751917,0.09629629629629631,0.019245008972987525,27,1,0,0.08831908831908833,74,1.0,27,21,,0.391304347826087,0.2783320185999567,0.7703703703703705,0.1539600717839002,0.19020774089253098,0.062001579054045956,1.8739597354508124,1.4512061341789797,0.291081394506052,0.16567237494177325,0.36486486486486486,0.17567567567567569,0.48148148148148145,0.1963590982286634,0.10765776563880593,0.4776902887139108,0.2112894223392665,0.0398808028782207,0.021824082507385916,1.6535164048242537,0.2555378231052221,800
98,87,2,0,1,185,0,1,0.22102255628729117,0.0109311737841306,2.31248736019234,0.01335121504446703,0.010810810810810811,0.0,89.91081081081082,3.1571419883599,0.008551575747011495,,45.77306110458306,,3536345.2106933016,5001141.62988634,7356.037222400779,10397.929108750808,7243.952176120478,10240.453316135347,92.5,1449.0,2044.9528111914954,-0.16283002199264285,1.5531390493973285,1011.8745,1426.8132152643457,12084.0,17079.457192779868,7470.267567567568,10558.591078455056,7287.0,10299.717374763251,4713.5,6664.481412683211,2,0,0,0.0,185,0.0,2,1,,0.2,0.02403903434977718,7370.5,10414.975780096658,1330.7324672188633,1879.0935641329304,0.2556155070853684,0.5765305230500727,0.0692221988279468,0.0975475851331584,0.010810810810810811,0.005405405405405406,0.5,7359.972972972973,10402.458078970249,0.32,0.07772326402458597,3536345.210693302,5001141.629467403,0.33170371682832467,0.046288921779109225,801
3783,3346,2,0,4,7129,0,5,0.01398642610413619,0.015668309185430076,4.155517676634011,0.1654681553312502,0.0007013606396409033,0.0,3563.6127086547904,6.535419593161613,0.18821194627508156,0.20707258617075014,1.800215187433318e-06,1.7458365540987972e-06,6.447639435785758e-05,0.00010598440984373787,,,,,1425.8,0.008233999999999998,0.008171430719280436,0.4961804249717588,1.0753452694655927,0.0061468596,0.006405720811939965,0.024264,0.02102911029977255,0.0029725156403422647,0.0044633228146033765,0.003416,0.003978225735173911,-0.0172,0.019691241707926903,5,0,0,0.1,7129,0.0,5,5,,0.05494505494505494,0.011410629539167019,0.041464,0.03756183541841373,0.005903906068325993,0.006084846700435539,0.11323425204946383,0.350891981742775,0.00967217399371603,0.007616963930276362,0.0007013606396409033,0.00042081638378454203,0.6,0.0028809960271091372,0.00430024432365539,0.10405323653962492,0.01442973785759776,6.447639435785751e-05,0.00010584316464745753,0.36408381140643475,0.06530884522015623,803
36,34,2,0,6,70,0,2,0.07746650978004402,0.11022340105326002,1.5672000998153344,0.5330036123603781,0.1,1.3333333333333333,14.267857142857142,0.7363755596184006,0.2164598283281205,0.18605197279947613,0.5233069445594664,0.9914634492816836,64.4575776749482,202.80994463060324,4.324425184291559,11.851004798172076,3.0026224586829624,7.7893534065279155,10.0,5.04,13.432942974063593,-1.203293113582005,0.7100461399840253,3.2995263,9.528723532491691,11.868,31.709438062227186,5.507499999999999,14.528764470202285,5.21,14.025728145091078,0.40099999999999997,0.7002610624299738,7,3,4,0.044444444444444446,70,3.0,3,2,0.75,0.3181818181818182,0.1165741811551284,11.467,31.129742851491724,3.0329207733579935,7.835742130170907,0.41991040705210275,0.5149153278824916,0.24678070800665242,0.24472416113235276,0.14285714285714285,0.014285714285714285,0.1,5.3380238095238095,14.199741133188278,0.4411764705882353,0.10158676976398533,64.45757767494823,202.77949498449564,1.3655704440234528,0.15840066901851713,804
264,236,2,0,49,500,0,50,0.01238955098138348,0.006551543701624929,2.807320320160349,4.485978453382215e-16,0.1,0.0,54.858,3.8666851608666737,0.04182409660654712,0.06481899441496716,0.04182409918528366,0.06481899848716141,1.0000000620802236,0.5453131228719394,,,,,10.0,1.7017578299999996,0.11085351596130484,-1.104482064661178,0.3806507427311263,1.2548407641,0.09988115750038735,1.85100008,0.41914642186875606,-4.800000019056224e-10,1.5410359623332564e-08,-0.01916529,0.0768151576100315,-1.7335168199999997,0.13693126288906965,50,0,0,0.007346938775510205,500,0.0,50,2,,0.14285714285714282,0.0009911602746958139,3.5845168999999997,0.46510314612436854,1.0000000310401114,1.2473277606192146e-08,0.05681294079993636,0.21402760860275288,1.6064192513282203e-07,7.949713604449245e-07,0.1,0.086,0.86,-0.010819776733333333,0.04124781427944922,0.24489795918367346,0.011422087420180823,1.0000000620802236,2.4946555888996235e-08,2.7954664040923536,0.08902700661782385,805
555,445,2,0,49,1000,0,50,0.007880561995807644,0.001338654921189099,3.169907806335713,4.266545252634245e-06,0.05,0.0,109.232,8.306217392554348,0.028617336750938492,0.055446886022384435,0.028617338386875614,0.055446889228251695,1.0000000573635424,0.44106688278687656,,,,,20.0,1.7049197199999997,0.11533563062793505,-1.102682123051628,0.4849783793840377,1.2607074864299999,0.09781159531952875,1.81393922,0.3790680103816001,-2.0000000008124633e-10,1.0176002180428988e-08,-0.01001873,0.05899404192704462,-1.75338086,0.11708501442393669,50,0,0,0.005714285714285714,1000,0.0,50,2,,0.11111111111111113,0.000543117382310291,3.56732008,0.44770571170214946,1.0000000286817707,9.55200770403449e-09,0.04136591316754558,0.231865400781344,1.0020030040050944e-07,3.0365276524341156e-07,0.05,0.044,0.88,-0.006821533233333333,0.039936225346472544,0.1975308641975309,0.006510540799503999,1.0000000573635424,1.9104015890798387e-08,2.802892342784081,0.09454947530559696,806
4168,4024,2,0,7,8192,0,8,0.0023496220934710274,0.00017384416692172686,4.321927062823218,0.0,0.0009765625,0.0,2668.2372436523438,250.36234099466733,0.008967306396379547,0.0066441173249667425,0.007354800110659522,0.00545289667272195,0.8195542358110907,0.027136856818941513,,,,,1024.0,1.56008965625,0.014630558277685213,-1.1912900109470739,0.007730330562789949,1.1567718705374999,0.01097049185136494,1.57053375,0.00021832659022665704,0.002472783554077148,0.011989348086665812,0.0025046875,0.01769209982881282,-1.570340125,0.0006054826734574027,8,0,0,0.0,8192,0.0,8,0,,0.05,5.998975750331556e-05,3.140873875,0.0007695338918554454,0.9052814137850995,0.0047566694642335395,-0.0024228063778874366,0.0146926840611357,1.735047398705136e-07,3.990667420875591e-08,0.0009765625,0.0009765625,1.0,0.0033402797243694015,0.014884390609937582,0.095,0.0010592760078840626,0.8195542358110913,0.008618997373121372,1.0560374152702876,0.0758207239864531,807
55,45,2,0,9,100,0,10,0.03213031532340404,0.014815222042355575,2.0,0.0,0.1,0.0,27.605,1.964386197088834,0.07934822232885529,0.048839213962043534,0.07934822573778962,0.04883921585423422,1.0000000424598885,0.29374145017510445,,,,,10.0,1.7176939,0.1030253625429869,-1.2404374277151446,0.08674063419059325,1.2684858732,0.06552257832719044,1.6731589,0.07128415901392275,-4.000000000337067e-09,2.5905812303983638e-08,0.049696349999999986,0.10454349052562074,-1.6919622999999997,0.12057657300473697,10,0,0,0.0,100,0.0,10,0,,0.25,0.0,3.3651212,0.10487060392460369,1.0000000212299438,2.3467764113575465e-08,-0.07829737411704052,0.14514323449335884,0.0,0.0,0.1,0.1,1.0,0.02194155166666667,0.04126317883530483,0.375,0.03883562593092139,1.0000000424598883,4.6935528626866664e-08,1.238228537732258,0.08677682644330101,808
163,101,2,0,1,264,0,1,-1.0616020879038495e-07,5.756642234975622e-08,3.0787930823081604,0.7158316563781616,0.007575757575757576,1.0,71.0,0.0,0.07692307692307719,0.03301241087284389,0.00589841084137663,0.002531369908500698,3.178707224334601,11.18454448701148,153.0376834097275,551.7852146119973,153.0369052786582,551.7824090205279,132.0,0.8461538461538461,3.05085107923876,6.381288401955173,2.283464822601652,0.627253846153846,2.2615959050396923,154.76923076923077,554.4228461271166,153.11538461538458,551.7649076868706,153.03846153846155,551.7880201950467,152.23076923076923,548.8758441648641,2,0,1,0.0,264,0.0,1,12,1.0,0.1111111111111111,0.04237965571468357,2.5384615384615383,5.54700196225229,0.7445586838937329,1.6861300532444459,2.767383094600994,0.8314951372030079,0.060836501901140684,0.026886189398728045,0.04924242424242424,0.003787878787878788,0.07692307692307693,153.03846153846155,551.7880201950467,0.2222222222222222,0.017981540275664454,3.1787072243345995,11.184520591505846,1.2874996726855923,0.03217543834306717,811
53,47,2,0,24,100,0,25,0.03633125786029664,0.03081877581803109,2.0,0.0,0.25,0.0,18.1725,2.1211551669843116,0.08325936643624132,0.07730547269897407,0.08325937033049735,0.07730547679000031,1.000000047347026,0.5676341038414302,,,,,4.0,1.67894067,0.07494750952255821,-1.1600054120211447,0.09365716968885855,1.242884247444,0.06183406303592285,1.717074,0.16186869137436677,-7.999999971385064e-10,3.187475489401138e-08,0.012885640000000002,0.0881116844968078,-1.77008432,0.1548904031077889,25,0,0,0.0033333333333333335,100,1.0,25,0,,0.25,0.0,3.48715832,0.22760651671300333,1.0000000236735125,2.701468634688072e-08,-0.04201412087277072,0.14729360399000144,0.0,0.0,0.25,0.21,0.84,0.01021998133333333,0.04078438698746602,0.375,0.03797104653651439,1.000000047347026,5.402937366804749e-08,1.9786407099664642,0.10575023345850953,812
563,437,2,0,4,1000,0,5,0.08417542302269967,0.07095290480625052,3.1699114456156767,7.118984746492739e-06,0.005,0.0,460.10325,33.394105572308334,0.5402324905851011,0.31115367465012533,0.5402325233673031,0.31115369388047803,1.00000006004512,1.376564815760092,,,,,200.0,1.5147781500000002,0.21963666014029,-0.4045661481777687,0.9893109357235331,1.0859540916,0.22492504855079087,2.6334814,1.0223706865111597,1.9999999994801953e-09,5.338539125597268e-09,-0.09507220000000001,0.15606563216464414,-1.9317471999999998,0.22859021740485744,5,0,0,0.7000000000000001,1000,0.0,5,2,,0.1111111111111111,0.00048721015729738006,4.5652286,1.0852167046054901,1.0000000300225593,4.6698471310757014e-09,0.3787662113378973,0.5725547055686877,0.0,0.0,0.005,0.003,0.6,-0.07049855066666666,0.10351648576213004,0.19753086419753085,0.02029077038123143,1.0000000600451198,9.33969458669419e-09,0.5733132901790627,0.07159610902147423,813
256,212,2,0,1,468,0,1,-8.788319267711819e-08,8.193004989548303e-09,2.764826120092433,0.05564302894753943,0.004273504273504274,0.0,226.7991452991453,7.9672939124394135,0.0,,0.0,,116.2066381156317,154.89272461464722,1003.6118603988074,1390.7184716548263,999.2276631478492,1396.9162904201344,234.0,14.75,15.202795795510772,-1.2230621113015232,0.020497484032185598,11.119499999999999,11.531921651658926,1021.5,1371.0800487207157,1006.75,1386.2828445162265,1006.75,1386.2828445162265,992.0,1401.4856403117371,2,0,0,0.0,468,0.0,2,0,,0.14285714285714282,0.03748914274268992,29.5,30.405591591021544,8.804571582474022,8.79615340529286,0.0,0.0,0.06316916488222699,0.06510833317135234,0.004273504273504274,0.002136752136752137,0.5,1006.75,1386.2828445162265,0.24489795918367346,0.036883008408030965,116.20663811563169,154.89272461464722,0.40419937947245255,0.026780536014176456,814
28,24,2,0,8,52,0,8,0.12689494386131725,0.08895199427601587,1.5519727967980446,0.03677734593040268,0.17307692307692307,0.0,19.384615384615383,2.690174359491324,0.34109008555147813,0.21647919703978383,5.892702834338864,7.233553640318582,36.025219436065015,78.13516317809584,7.5588267724559195,6.116988875826512,5.844222313908142,4.104442023880739,5.777777777777778,6.777777777777778,7.30629485063698,-0.5525372285866551,0.5222894465191309,5.106733333333334,5.496933749714471,19.0,13.114877048604,10.034722222222221,6.657923009817066,9.972222222222221,6.75629850172744,1.2777777777777777,1.2018504251546631,9,0,0,0.25,52,6.0,9,3,,0.3333333333333333,0.07155850072454334,17.72222222222222,13.05543735171076,4.572811302599425,4.123583787828794,-0.04172792816271259,0.4176195734177726,0.03565719441536435,0.01737302342180153,0.17307692307692307,0.07692307692307693,0.4444444444444444,10.011284722222221,6.701976599696685,0.4444444444444444,0.11737194645347808,36.02521943606502,73.03937701530445,0.8761313979371244,0.13556265696775985,815
4114,4078,2,0,7,8192,0,8,0.0022502962580412877,0.00018590340660371225,4.321927062823218,0.0,0.0009765625,0.0,2665.8173217773438,248.68539297046743,0.006737053219724423,0.004775702838890204,0.0055252778717372695,0.004988942372571942,0.9161039468249741,0.4923568355604539,,,,,1024.0,1.55764271875,0.5914307908457107,-1.1950360713857107,0.00672852645542393,1.1558370912374998,0.4387705438143062,1.563298875,0.5946022488740897,0.002657160049438477,0.010552748204584747,0.006816499999999999,0.019403708452620228,-1.5633335000000002,0.5946234955943611,8,0,0,0.0,8192,0.0,8,0,,0.05,5.998975750331556e-05,3.126632375,1.1892256957163272,0.9016094775370518,0.3434352454503314,-0.005738214934025709,0.014217542467633397,2.0163671642277267e-07,1.2649948823161467e-07,0.0009765625,0.000732421875,0.75,0.003992924455858434,0.014678284805325867,0.095,0.001036763225207087,0.9161039468249736,0.4919136295016697,1.0564224506823585,0.0749946266873048,816
25,23,2,0,3,48,0,3,0.054125242593246414,0.051699640947771214,1.5835527001682883,0.0009398670352451787,0.08333333333333333,0.0,21.84375,1.7309948252685168,0.1379792718965057,0.12389960895716279,0.8595146276595744,1.101491763374047,49.44315381205674,97.7411641485787,6.509045160850049,8.402214000982204,4.491524392993313,4.6414773162247345,12.0,6.55,11.300571519470449,-0.5682691624267422,0.8272202039381538,4.966709999999999,8.550159898680258,15.525,21.67415896099931,8.620833333333334,10.651422619511651,8.587499999999999,10.6707056155314,1.525,1.5649813630413196,4,0,0,0.0,48,3.0,4,1,,0.3333333333333333,0.0153864363724166,14.0,22.029223015500722,4.047499213033217,6.639367834621227,-0.12914653103771853,0.4455920696216807,0.01939443535188216,0.01407243148452764,0.08333333333333333,0.020833333333333332,0.25,8.630833333333335,10.64423487673544,0.4444444444444444,0.0740727091942738,49.44315381205674,97.70535209081174,0.6066481338444903,0.10777910233837285,817
165,145,2,0,7,310,0,6,0.3984763994665835,0.2864305007815168,2.650659944651609,0.19000906676562201,0.025806451612903226,0.14285714285714285,80.42822580645161,6.063286254808206,0.30003555668419535,0.2781594039682447,256.76040883479874,1628.4735169331361,2171.571261564598,8340.178157196284,68.19232098772154,150.65913417764554,63.58369297881898,144.9280837143177,38.75,36.1852484375,75.99425545657627,2.373361352584582,4.043431811630085,25.88955964875,53.80927601492463,112.90565,240.66279741873137,72.44875570564515,156.63530187887943,75.0648375,164.04662831423622,38.14690625,95.76350399376906,8,0,1,0.15,310,0.0,7,10,7.0,0.1568627450980392,0.025268265433301795,74.75874375,157.91552663834324,20.661550173984068,43.139112721180375,1.4654127723298596,1.382983363296565,0.017988364445269477,0.03689136441760394,0.05161290322580645,0.0032258064516129032,0.0625,72.22188047715055,156.0981614421826,0.2654320987654321,0.07557136898852491,2171.5712615645984,5140.67421454873,1.3675040241457879,0.07361766098940362,818
4785,4732,2,0,5,9517,0,6,0.007451463220324933,0.00831981288269149,3.356808990492047,1.3164459629068161,0.0006304507723021961,0.0,4755.190291058107,12.883149028383297,0.12790008308220696,0.1263438617482331,0.5645000954686576,1.6331671094710094,112.36993707523855,263.6216374808104,,,,,1586.1666666666667,6.271516666666667,11.990070715457298,0.5765521294411621,1.6386636657820626,5.8846865,11.845490295740268,17.6479,35.94388096213318,-2.098847795173549,5.000975911922722,-1.8163166666666666,4.025319033525997,-19.31745,39.96663812650496,6,0,0,0.0,9517,0.0,6,6,,0.07058823529411766,0.08562638348582553,36.96535,75.90737996884756,5.102080959976472,10.178725280883723,-0.015901005409444762,0.12751198631336502,0.04923343723495719,0.06278361546989557,0.0006304507723021961,0.00010507512871703268,0.16666666666666666,-2.1635243185665094,5.072728471463609,0.13806361412093673,0.11277245527244407,112.36993707523895,263.58967975054685,0.43835909268220746,0.07538468072515879,819
142,93,2,0,11,235,0,12,0.2303102355283402,0.09628625516134265,2.584753573810202,0.00015608725921927434,0.05106382978723404,0.0,95.11436170212765,13.916407082141475,0.7487009972293168,0.2689866929985822,1436.1083916331897,450.9430582632253,2110.24119485361,5271.866170427355,155.3971516512453,538.3115240228854,155.2942624272147,537.9551052957409,19.583333333333332,63.225,17.246626811166188,0.6500205924544434,0.8089270970440576,46.022375000000004,13.156763501221096,358.425,512.0820568566579,202.473085106383,523.8760025420735,194.04999999999995,526.5303159708504,145.75,504.8928104063277,12,0,0,0.8333333333333334,235,0.0,12,11,,0.16666666666666666,0.00285678760271213,212.67500000000004,23.02027268616631,45.410321076753256,7.247113624292515,0.9747052051933672,0.3350888175135991,0.000545517152785959,0.0001990564141884727,0.05106382978723404,0.01702127659574468,0.3333333333333333,195.21773049645387,526.1607461753571,0.2777777777777778,0.05986177189668215,2110.24119485361,800.2887786670468,0.7772441385461947,0.206426582824282,820
16040,6744,2,0,15,22784,0,16,0.023919993901192954,0.05934138103053865,4.329584230920727,0.685192684827119,0.0007022471910112359,0.0,,,0.14880052062509144,0.17699004282930028,34.189098029775906,114.3507509940017,271198511.78520256,1084794047.0799932,90.84698067916376,362.59008329446357,24.660980006673178,97.8712954968883,1424.0,255.78732525,1022.7900534458392,468.6762679593557,1794.9535824450168,104.25675548478748,416.7805280082739,457661.068840125,1830640.781642649,488.32277900583466,1952.0924033608933,84.36431499999999,336.30300974806556,0.1510071875,0.49721453279662137,16,0,0,0.058333333333333334,22784,0.0,16,15,,0.04092071611253197,0.04191998338854324,457660.9178329375,1830640.2885778989,4117.1189990745615,16468.081221811284,6.136847114838832,18.01810752955767,6.242654783063233e-05,8.754297424222208e-05,0.0007022471910112359,4.3890449438202246e-05,0.0625,117.03388343636172,466.97600154787597,0.07867683054759073,0.0553360279815994,271198511.7852034,1084794047.0798924,,,821
11726,8914,2,0,7,20640,0,7,0.036986186013693724,0.06870043820578628,4.730744728139019,0.044691775002354606,0.0003875968992248062,0.0,,,0.3100303634396286,0.3512966270252144,1693738.2716502114,6357703.033342259,1665314233.8755546,4707683652.746091,22654.67871816612,62438.95979554682,19086.639676485647,52963.742437843364,2580.0,18558.151231249998,51144.09114191434,19.18385248147296,25.408530067050936,12965.947497614998,35739.053960712794,73454.8687625,173095.29126362604,26502.829555895714,72879.20475815737,22987.97435,63325.414104463336,1880.0049875000002,5300.88572218025,8,0,0,0.25,20640,0.0,8,6,,0.037383177570093455,0.004794756870208427,71574.863775,167818.2068151322,14941.236529783033,40596.60344464635,2.38683000765627,1.8287577568183224,0.002729692708922385,0.006656903815773707,0.0003875968992248062,4.8449612403100775e-05,0.125,23800.973405419292,65561.97729684669,0.07197404542051411,0.006836215100509613,1665314233.875561,4707648097.502366,,,823
274,226,2,0,9,500,0,10,0.016758020960611096,0.03068209094036233,2.807320320160349,4.681111291435602e-16,0.02,0.0,147.8365,11.103198515948867,0.06407102508902927,0.14565681010560977,0.06407102860830341,0.14565681796611243,1.0000000563358598,0.498493136271092,,,,,50.0,1.697912475,0.06950167140160995,-1.156713611925572,0.13650607050372493,1.2630485118299999,0.05807046257535614,1.7656451999999998,0.16549143969724434,2.199999996310709e-09,1.6558314461921704e-08,-0.0094238,0.04399312092071264,-1.8333359000000002,0.22119966823837392,10,0,0,0.022222222222222223,500,0.0,10,0,,0.1428571428571428,0.0009968895725584544,3.5989811000000005,0.3796987692100878,1.0000000281679293,6.940305908158971e-09,-0.028523931607269605,0.04204659855374061,0.0,0.0,0.02,0.018,0.9,0.008375461333333343,0.012751034514037312,0.24489795918367346,0.012990538942006137,1.0000000563358598,1.3880612084920826e-08,1.1647990906001122,0.08057573795590017,824
283,223,2,0,19,506,0,16,0.17310907913614906,0.21381915488385755,2.6965820309465873,1.0041689519849606,0.039525691699604744,0.17647058823529413,75.14303359683794,5.946022331874162,0.040292240802596004,0.08036106580360985,63.87593493014003,2536.4354661913135,16652.691142906886,177460.79388260064,,,,,25.3,27.54702425847458,227.7071732860858,148.84176052112358,163.3282884651701,13.198896129406778,108.9912930700899,62.03359915254237,474.4886066743453,33.12142914383332,253.7930605700521,38.47843779661017,316.00505963348456,1.6195120338983056,18.888292856636888,20,1,3,0.006229175720701144,506,0.0,17,110,5.666666666666667,0.09302325581395351,0.10272131973490155,60.41408711864407,472.43243406567325,16.232813723303924,128.56619082036042,10.15404638848468,6.8959482688604,0.03629550365518377,0.11166927954007612,0.233201581027668,0.001976284584980237,0.00847457627118644,34.59464039390053,270.2548122014511,0.2006933535561454,0.11161401062842112,16652.691142906897,175307.75313373242,2.26975129484687,0.1035980566936844,825
337,239,2,0,10,576,0,0,0.03823180444044183,0.18789584708221338,1.614080682014861,0.5521252085288224,0.019097222222222224,,51.60850694444444,3.2384739059832333,0.04050872952879063,0.13568946731011838,0.008197993311036786,0.03132795491046918,0.19585284280936455,0.1690299346323104,0.0,0.0,0.0,0.0,52.36363636363637,0.46153846153846156,0.4104406637524339,-0.7003135572471509,1.0746242608050753,0.1425576923076923,0.29794216643244964,1.0,0.0,0.2948717948717948,0.11360450213782422,0.09615384615384616,0.20095923811712513,0.0,0.0,11,4,11,0.012307692307692308,576,0.0,0,17,0.0,0.3055555555555556,0.1161553420728616,1.0,0.0,0.4405810952789783,0.042553342334368936,0.9831689234438087,0.5896125674518006,0.3473517786561265,0.12834049916423915,0.04513888888888889,0.03298611111111111,0.7307692307692307,0.16907514450867053,0.17766881180771246,0.43029259896729777,0.088663154273691,0.1958528428093645,0.03721276500487257,2.842869218358322,0.057939010145465944,826
333,329,2,0,2,662,0,3,0.011785756733558896,0.00029643167427685976,2.999980208063812,0.0,0.004531722054380665,0.0,330.476586102719,0.13826832971339548,0.011276950685792536,0.003918341605157137,0.6967570442027232,0.31660761946347,104.19884029971395,124.92165602935526,,,,,220.66666666666666,12.075343916666668,8.022761545956278,0.0361440826398951,0.1004970117611254,8.983392900299998,5.942909595342769,52.768912666666665,34.38718904266706,23.48797887613293,16.866261121244296,23.272310333333333,16.51180791352151,-1.5373953333333332,4.541052857043434,3,0,0,0.0,662,1.0,3,3,,0.125,0.000668165964448181,54.306308,31.60863225089759,8.947933050819206,6.01664371777629,0.11412772749558514,0.2548273896715434,0.0,0.0,0.004531722054380665,0.004531722054380665,1.0,23.346071130653268,16.62896101655769,0.21875,0.009024641052742147,104.19884029971398,124.9150241292504,0.3402318708180256,0.06655598058823485,827
